x,y,objectid,source,ext_id,cat1,cat2,cat3,org_name,name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,point_x,point_y
-117.834694157346,34.3225852364356,11837,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Ymca Hut,Crystal Lake Rd,,93563,,,661-,,,,12653,,,http://egis3.lacounty.gov/lms/?p=12653,publish,34.32258527,-117.8346941,2010/11/02 02:50:56+00,,,6611581.67008831,1939816.20594557
-117.77269845781,34.3900713770101,11838,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Fenner Cyn State Camp,Big Rock Creek Rd,,93563,,,661-,,,,12654,,,http://egis3.lacounty.gov/lms/?p=12654,publish,34.39007141,-117.7726984,2010/11/02 02:50:56+00,,,6630244.66688298,1964412.20629415
-117.913273357699,34.3459771162296,11839,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Buckhorn Campground,Angeles Crest Hwy,,93553,,,661-,,,,12655,,,http://egis3.lacounty.gov/lms/?p=12655,publish,34.34597715,-117.9132733,2010/11/02 02:50:56+00,,,6587848.6604678,1948299.20439948
-117.797509657725,34.2328903872156,11840,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp,East Fork Rd,,91702,,,661-,,,,12656,,,http://egis3.lacounty.gov/lms/?p=12656,publish,34.23289042,-117.7975096,2010/11/02 02:50:56+00,,,6622874.65078314,1907195.21213256
-117.794932357681,34.1345395566821,11841,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Rockey,1900 N Sycamore Cyn Rd,,91773,,,909-5992391,,,,12657,,,http://egis3.lacounty.gov/lms/?p=12657,publish,34.13453959,-117.7949323,2010/11/02 02:50:56+00,,,6623726.68057513,1871405.21415889
-117.82557025778,34.1607583966231,11842,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Big Dalton Camp,Big Dalton Rd,,91741,,,626-,,,,12658,,,http://egis3.lacounty.gov/lms/?p=12658,publish,34.16075843,-117.8255702,2010/11/02 02:50:56+00,,,6614438.67552914,1880929.21249931
-117.744396157225,34.1528430574495,11843,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Paige,6601 N Stephens Ranch Rd,,91750,,,661-5934921,,,,12659,,,http://egis3.lacounty.gov/lms/?p=12659,publish,34.15284309,-117.7443961,2010/11/02 02:50:56+00,,,6639002.67331706,1878101.2165149
-117.742296857019,34.1530062168331,11844,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Afflerbaugh,6631 N Stephens Ranch Rd,,91750,,,661-5934937,,,,12660,,,http://egis3.lacounty.gov/lms/?p=12660,publish,34.15300625,-117.7422968,2010/11/02 02:50:56+00,,,6639637.65793946,1878162.21475248
-118.214283856712,34.2758551067436,11845,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Roads End Campground,Big Tujunga Cyn Rd,,91042,,,818-,,,,12661,,,http://egis3.lacounty.gov/lms/?p=12661,publish,34.27585514,-118.2142838,2010/11/02 02:50:56+00,,,6496934.68776855,1922838.20250006
-118.083885656633,34.2080388166221,11846,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Idlehour Trail Camp,Anf 12W16,,91001,,,818-,,,,12662,,,http://egis3.lacounty.gov/lms/?p=12662,publish,34.20803885,-118.0838856,2010/11/02 02:50:56+00,,,6536307.67759196,1898100.20735672
-118.089587856958,34.1927510663588,11847,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Henninger Flats Campground,Mt Wilson Toll Rd (2N45),,91001,,,626-,,,,12663,,,http://egis3.lacounty.gov/lms/?p=12663,publish,34.1927511,-118.0895878,2010/11/02 02:50:56+00,,,6534578.6705513,1892538.20863822
-118.033894957565,34.3825911863598,11848,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Mt Pacifico Campground,Off Anf 3N17,,93550,,,661-,,,,12664,,,http://egis3.lacounty.gov/lms/?p=12664,publish,34.38259122,-118.0338949,2010/11/02 02:50:56+00,,,6551443.68439339,1961614.2027038
-118.023262157368,34.4764382865011,11849,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Juniper Grove Campground,Cheseboro Rd,,93552,,,661-,,,,12665,,,http://egis3.lacounty.gov/lms/?p=12665,publish,34.47643832,-118.0232621,2010/11/02 02:50:56+00,,,6554659.67369631,1995766.19673565
-118.198805957001,34.4496345563984,11850,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Acton Camp,Soledad Cyn Rd,,93510,,,661-,,,,12666,,,http://egis3.lacounty.gov/lms/?p=12666,publish,34.44963459,-118.1988059,2010/11/02 02:50:56+00,,,6501735.66963638,1986070.1974269
-118.150798356574,34.3782402063227,11851,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Mt Gleason Camp,26650 N Angeles Forest Hwy,,93510,,,818-9477784,,,,12667,,,http://egis3.lacounty.gov/lms/?p=12667,publish,34.37824024,-118.1507983,2010/11/02 02:50:56+00,,,6516169.68473156,1960063.20022839
-118.288621156182,34.2896517263538,11852,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Routh,12500 Big Tujunga Cyn Rd,,91042,,,818-3524407,,,,12668,,,http://egis3.lacounty.gov/lms/?p=12668,publish,34.28965176,-118.2886211,2010/11/02 02:50:56+00,,,6474491.68606672,1927915.20317282
-118.360003756465,34.2997733762962,11853,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Karl Holton Camp,12653 N Little Tujunga Cyn Rd,,91342,,,818-8960571,,,,12669,,,http://egis3.lacounty.gov/lms/?p=12669,publish,34.29977341,-118.3600037,2010/11/02 02:50:56+00,,,6452943.68979272,1931668.19993189
-118.140303556392,34.2451075666017,11854,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Bear Cyn Trail Camp,Anf Trail 12W08,,91011,,,818-,,,,12670,,,http://egis3.lacounty.gov/lms/?p=12670,publish,34.2451076,-118.1403035,2010/11/02 02:50:56+00,,,6519268.67295614,1911609.20428881
-118.14617175642,34.2176053968611,11855,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Millard Campground,Chaney Trail,,91001,,,818-,,,,12671,,,http://egis3.lacounty.gov/lms/?p=12671,publish,34.21760543,-118.1461717,2010/11/02 02:50:56+00,,,6517480.66931431,1901603.2049439
-118.178260456851,34.222027677049,11856,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Gould Mesa Trail Camp,Off Angeles Crest Hwy,,91011,,,818-,,,,12672,,,http://egis3.lacounty.gov/lms/?p=12672,publish,34.22202771,-118.1782604,2010/11/02 02:50:56+00,,,6507782.69002263,1903228.20497473
-118.183899856889,34.2456976868634,11857,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Oakwilde Trail Camp,Gabrielino Trail (11W14),,91011,,,818-,,,,12673,,,http://egis3.lacounty.gov/lms/?p=12673,publish,34.24569772,-118.1838998,2010/11/02 02:50:56+00,,,6506093.67568414,1911845.20644148
-118.287878056192,34.436958656359,11858,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp 11,8800 W Soledad Cyn Rd,,93510,,,661-2681121,,,,12674,,,http://egis3.lacounty.gov/lms/?p=12674,publish,34.43695869,-118.287878,2010/11/02 02:50:56+00,,,6474869.66923463,1981522.19635232
-118.266874056607,34.4203134264915,11859,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Indian Campground,Indian Cyn Tktr (4N37),,93510,,,661-,,,,12675,,,http://egis3.lacounty.gov/lms/?p=12675,publish,34.42031346,-118.266874,2010/11/02 02:50:56+00,,,6481186.67366096,1975447.19833173
-118.504438955936,34.640524595521,11860,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Cottonwood Campground,Elizabeth Lake Rd,,91390,,,661-,,,,12676,,,http://egis3.lacounty.gov/lms/?p=12676,publish,34.64052463,-118.5044389,2010/11/02 02:50:56+00,,,6409944.67408489,2055861.18251656
-118.477227156559,34.652834755849,11861,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Mendenhall,42230 N Lake Hughes Rd,,93532,,,661-7241213,,,,12677,,,http://egis3.lacounty.gov/lms/?p=12677,publish,34.65283479,-118.4772271,2010/11/02 02:50:56+00,,,6418150.6730928,2060301.18446331
-118.479540156278,34.6526030861092,11862,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Munz,42220 Lake Hughes Rd,,93532,,,661-7241211,,,,12678,,,http://egis3.lacounty.gov/lms/?p=12678,publish,34.65260312,-118.4795401,2010/11/02 02:50:56+00,,,6417454.6725163,2060220.18462531
-118.573651155984,34.610914825721,11863,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Warm Spring Campground,Anf 6N32,,91390,,,661-,,,,12679,,,http://egis3.lacounty.gov/lms/?p=12679,publish,34.61091486,-118.5736511,2010/11/02 02:50:56+00,,,6389065.67384823,2045197.18448764
-118.401809956736,34.561709046252,11864,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,The Falls Campground,Bouquet Cyn Rd,,91390,,,661-,,,,12680,,,http://egis3.lacounty.gov/lms/?p=12680,publish,34.56170908,-118.4018099,2010/11/02 02:50:56+00,,,6440698.68606755,2027039.18930764
-118.411025356232,34.5546135156787,11865,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Hollow Tree Campground,Bouquet Cyn Rd,,91390,,,661-,,,,12681,,,http://egis3.lacounty.gov/lms/?p=12681,publish,34.55461355,-118.4110253,2010/11/02 02:50:56+00,,,6437913.69130947,2024468.18952839
-118.72294705607,34.5993222854774,11866,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Oak Flat Campground,Golden State Hwy,,91384,,,661-,,,,12682,,,http://egis3.lacounty.gov/lms/?p=12682,publish,34.59932232,-118.722947,2010/11/02 02:50:56+00,,,6344114.70371097,2041268.1834874
-118.778487055653,34.5664139659571,11867,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Ellis Apiary Campsite,Los Padres N F 18W03,,91384,,,661-,,,,12683,,,http://egis3.lacounty.gov/lms/?p=12683,publish,34.566414,-118.778487,2010/11/02 02:50:56+00,,,6327308.68515772,2029417.18422356
-118.755811455959,34.5297599853578,11868,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Blue Point Campground,Los Padres N F 4N13,,91384,,,661-,,,,12684,,,http://egis3.lacounty.gov/lms/?p=12684,publish,34.52976002,-118.7558114,2010/11/02 02:50:56+00,,,6334034.68942222,2016026.18541506
-118.825795656228,34.714531455246,11869,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Kinsey Ranch Campground,Hungry Valley Rd,,93243,,,661-,,,,12685,,,http://egis3.lacounty.gov/lms/?p=12685,publish,34.71453149,-118.8257956,2010/11/02 02:50:56+00,,,6313509.69799197,2083433.17724122
-118.847476455624,34.7233871752022,11870,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Lane Ranch Campground,Hungry Valley Rd,,93243,,,661-,,,,12686,,,http://egis3.lacounty.gov/lms/?p=12686,publish,34.72338721,-118.8474764,2010/11/02 02:50:56+00,,,6307021.70506246,2086710.17462423
-118.868127256107,34.7609202550025,11871,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Circle Canyon Campground,,,93243,,,661-,,,,12687,,,http://egis3.lacounty.gov/lms/?p=12687,publish,34.76092029,-118.8681272,2010/11/02 02:50:56+00,,,6300934.70214464,2100422.17147839
-118.837387155195,34.0935310862445,11872,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Kilpatrick,427 S Encinal Canyon Rd,,90265,,,310-8891353,,,,12688,,,http://egis3.lacounty.gov/lms/?p=12688,publish,34.09353112,-118.8373871,2010/11/02 02:50:56+00,,,6308143.71102056,1857474.19937006
-118.838032955329,34.0920509563974,11873,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Miller,433 S Encinal Canyon Rd,,90265,,,310-8890260,,,,12689,,,http://egis3.lacounty.gov/lms/?p=12689,publish,34.09205099,-118.8380329,2010/11/02 02:50:56+00,,,6307943.70289038,1856937.20044406
-118.866284555334,34.0832450562106,11874,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp 13,1250 S Encinal Cyn Rd,,90265,,,310-4576700,,,,12690,,,http://egis3.lacounty.gov/lms/?p=12690,publish,34.08324509,-118.8662845,2010/11/02 02:50:56+00,,,6299362.71119414,1853805.20080256
-118.707373455738,34.0876215666562,11875,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,County Camp Gonzales,1301 N Las Virgenes Rd,,91302,,,818-2221192,,,,12691,,,http://egis3.lacounty.gov/lms/?p=12691,publish,34.0876216,-118.7073734,2010/11/02 02:50:56+00,,,6347490.7061453,1855021.20099522
-118.605457856094,34.1082543369024,11876,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Youth Camp,Greenleaf Cyn Rd,,90290,,,310-,,,,12692,,,http://egis3.lacounty.gov/lms/?p=12692,publish,34.10825437,-118.6054578,2010/11/02 02:50:56+00,,,6378393.69322371,1862328.20212923
-117.825959857978,34.6767553158441,11877,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Saddleback Butte Campground,170Th St East,,93535,,,661-9420662,,,,12693,,,http://egis3.lacounty.gov/lms/?p=12693,publish,34.67675535,-117.8259598,2010/11/02 02:50:56+00,,,6613995.66821305,2068711.19323382
-117.624906157967,34.2664589069902,11878,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Manker Flat Campground,Mt Baldy Rd,,0,,,909-,,,,12694,,,http://egis3.lacounty.gov/lms/?p=12694,publish,34.26645894,-117.6249061,2010/11/02 02:50:56+00,,,6674999.65086363,1919561.21364723
-118.339366654996,33.3290804384335,11879,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Hermit Gulch Campground,Memorial Rd,,90704,,,310-,,,,12695,,,http://egis3.lacounty.gov/lms/?p=12695,publish,33.32908047,-118.3393666,2010/11/02 02:50:56+00,,,6457983.70727172,1578383.24082081
-118.47348365535,33.3865335980851,11880,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Little Harbor Campground,Two Harbors Rd,,90704,,,310-,,,,12696,,,http://egis3.lacounty.gov/lms/?p=12696,publish,33.38653363,-118.4734836,2010/11/02 02:50:56+00,,,6417105.71389663,1599459.2344299
-118.491378354657,33.4402548375358,11881,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Two Harbors Campground,Two Harbors,,90704,,,310-,,,,12697,,,http://egis3.lacounty.gov/lms/?p=12697,publish,33.44025487,-118.4913783,2010/11/02 02:50:56+00,,,6411737.70265105,1619037.23398773
-118.547052454713,33.4733182977923,11882,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Parsons Campground,West End Rd,,90704,,,310-,,,,12698,,,http://egis3.lacounty.gov/lms/?p=12698,publish,33.47331833,-118.5470524,2010/11/02 02:50:56+00,,,6394815.69712505,1631158.22943072
-118.432966655284,33.4263158878351,11883,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Rippers Beach Camp,Empire Landing Trail,,90704,,,310-,,,,12699,,,http://egis3.lacounty.gov/lms/?p=12699,publish,33.42631592,-118.4329666,2010/11/02 02:50:56+00,,,6429538.70248206,1613882.2331429
-118.425437955431,33.426584638045,11884,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Paradise Beach Camp,Access From The Sea,,90704,,,310-,,,,12700,,,http://egis3.lacounty.gov/lms/?p=12700,publish,33.42658467,-118.4254379,2010/11/02 02:50:56+00,,,6431836.69198056,1613970.23395115
-118.42007657559,33.4261618173972,11885,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Lava Wall Beach Camp,Access From The Sea,,90704,,,310-,,,,12701,,,http://egis3.lacounty.gov/lms/?p=12701,publish,33.42616185,-118.42007652,2011/06/09 17:20:14+00,,,6433472.20642605,1613809.4675404
-118.406816455637,33.4212831475,11886,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Little Gibraltar Beach Camp,Access From The Sea,,90704,,,310-,,,,12702,,,http://egis3.lacounty.gov/lms/?p=12702,publish,33.42128318,-118.4068164,2010/11/02 02:50:56+00,,,6437511.69539431,1612017.23490439
-118.405076555083,33.4199289582684,11887,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Cabrillo Beach Camp,Access From The Sea,,90704,,,310-,,,,12703,,,http://egis3.lacounty.gov/lms/?p=12703,publish,33.41992899,-118.4050765,2010/11/02 02:50:56+00,,,6438040.71664597,1611522.23392589
-118.394726455851,33.4158283080783,11888,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,F,Access From The Sea,,90704,,,310-,,,,12704,,,http://egis3.lacounty.gov/lms/?p=12704,publish,33.41582834,-118.3947264,2010/11/02 02:50:56+00,,,6441193.69688855,1610017.23562357
-118.377183655604,33.4097465983328,11889,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Italian Gardens Beach Camp,Access From The Sea,,90704,,,310-,,,,12705,,,http://egis3.lacounty.gov/lms/?p=12705,publish,33.40974663,-118.3771836,2010/11/02 02:50:56+00,,,6446539.70128839,1607783.2351703
-118.368558355853,33.406935137894,11890,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Long Point Beach Camp,Access From The Sea,,90704,,,310-,,,,12706,,,http://egis3.lacounty.gov/lms/?p=12706,publish,33.40693517,-118.3685583,2010/11/02 02:50:56+00,,,6449168.70390439,1606750.23493972
-118.356349355661,33.3776715576714,11891,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Willow Cove Beach Camp,Access From The Sea,,90704,,,310-,,,,12707,,,http://egis3.lacounty.gov/lms/?p=12707,publish,33.37767159,-118.3563493,2010/11/02 02:50:56+00,,,6452857.70177571,1596086.23887931
-118.71361475579,34.094473936679,11892,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Malibu Creek State Park Campground,Las Virgenes Rd,,91302,,,310-8800367,,,,12708,,,http://egis3.lacounty.gov/lms/?p=12708,publish,34.09447397,-118.7136147,2010/11/02 02:50:56+00,,,6345618.69086047,1857528.20221481
-118.067789356587,34.3682496269156,11893,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Roundtop Campground,Anf 3N90,,93550,,,818-,,,,12709,,,http://egis3.lacounty.gov/lms/?p=12709,publish,34.36824966,-118.0677893,2010/11/02 02:50:56+00,,,6541213.67926289,1956400.20197698
-118.096948056638,34.1777777367594,11894,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,Eaton Canyon Youth Camp,1750 N Altadena Dr,,91107,,,626-3985420,,,,12710,,,http://egis3.lacounty.gov/lms/?p=12710,publish,34.17777777,-118.096948,2010/11/02 02:50:56+00,,,6532347.66648313,1887091.21067397
-117.798839557335,34.1340624971987,11895,HSIP Freedom Campgrounds,,Arts and Recreation,Campgrounds,,US Geological Survey (USGS) & LA County,San Dimas Cyn Youth Camp,1268 N Sycamore Cyn Rd,,91773,,,909-5997512,,,,12711,,,http://egis3.lacounty.gov/lms/?p=12711,publish,34.13406253,-117.7988395,2010/11/02 02:50:56+00,,,6622544.65636438,1871229.21451089
