x,y,objectid,source,ext_id,cat1,cat2,cat3,org_name,name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,point_x,point_y
-118.495895915888,34.0108170069854,1678,LA County Department of Beaches and Harbors,,Arts and Recreation,Museums and Aquariums,,City of Santa Monica,Santa Monica Beach and Pier,City Hall,1685 Main Street,Santa Monica,CA,Beach and Pier are open 7 days a week.,"<p> City of Santa Monica: 310-458-8411</p>
<p> Visitors Center: 424-526-7900 </p>
<p> Beaches and Harbors: 424-526-7777 </p>",http://www.smgov.net/,"<a href=""http://beaches.lacounty.gov""> Los Angeles County Department of Beaches and Harbors </a>",,1407,"The Santa Monica Beach and Pier are managed by the City of Santa Monica. 
For more information:
<p><a href=""https://www.smgov.net/Departments/CCS/content.aspx?id=53687097577""> Beach Information </a></p>
<p><a href=""https://santamonicapier.org/""> Santa Monica Pier </a> </p>
<p><a href=""https://annenbergbeachhouse.com/""> Annenberg Beach House </a></p>
<p><a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Beach Bike Path </a></p>",90401,http://egis3.lacounty.gov/lms/?p=1407,publish,34.01081704,-118.49589586,2017/07/18 23:48:56+00,info@bh.lacounty.gov,,6411383.68400213,1826687.60969664
-118.382496255848,34.0838934667759,1692,Current Services Locator,,Arts and Recreation,Museums and Aquariums,,US Geological Survey (USGS) & LA County,Moca Pacific Design Center,8687 Melrose Ave.,,West Hollywood,CA,,,http://www.moca.org/museum/moca_pdc.php,,,1425,"Located In The Heart Of West Hollywood, Moca Pacific Design Center Features Rotating Exhibitions Of Art, Architecture, Design, Selections From Moca'S Permanent Collection, And Art Catalogues At Moca Pacific Design Center.",90069,http://egis3.lacounty.gov/lms/?p=1425,publish,34.0838935,-118.3824962,2010/11/02 02:50:56+00,,,6445851.69282189,1853131.20936839
-118.247371936167,33.9901414367707,1752,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Augustus F. Hawkins Natural Park,5790 Compton Ave,,Los Angeles,CA,"Monday through  Friday, 9:00am to 6:00pm; Saturday and Sunday, 9:00am to 5:00pm; holidays, 10:00am to 6:00pm. ",Service/Intake (323) 581-4498,www.laparks.org/dos.htm,,,1915,"The department provides recreational programs through operation and maintenance of Los Angeles City parks, playgrounds, swimming pools, golf courses and recreation centers.",90011,http://egis3.lacounty.gov/lms/?p=1915,publish,33.99014147,-118.24737188,2014/07/01 18:21:18+00,,,6486682.83983397,1818884.90450156
-118.258409055728,33.7892399673369,2289,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Banning Museum,401 E. M St.,,Wilmington,CA,,Service/Intake and Administration (310) 548-7777,www.thebanningmuseum.org,,,2567,This is an historical museum of the Victorian period.,90744,http://egis3.lacounty.gov/lms/?p=2567,publish,33.78924,-118.258409,2014/07/01 18:29:51+00,,,6483149.13659956,1745780.71114331
-118.355416515748,34.0637874466068,3249,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Page Museum and La Brea Tar Pits,5801 Wilshire Blvd.,,Los Angeles,CA,,(323) 934-PAGE (General Information)<br>(323) 857-6332 (TTY),http://tarpits.org,,,4058,"Showcases Ice Age Fossils From One Of The Most Famous Active Excavation Localities In The World. The 23-Acre Grounds Feature The Still-Bubbling Lake Pit, Life-Size Models Of Extinct Mammoths, And A Pleistocene Garden Which Reveals What Los Angeles Looked",90036,http://egis3.lacounty.gov/lms/?p=4058,publish,34.06378748,-118.35541646,2014/07/01 18:37:48+00,,,6454025.44517514,1845784.19322257
-118.114406856358,34.1284134570643,3519,Current Services Locator,,Arts and Recreation,Museums and Aquariums,,US Geological Survey (USGS) & LA County,Huntington Library And Gardens,1151 Oxform Rd.,,San Marino,CA,"Monday through Thursday, 8:00am to 6:00pm; and Friday, 8:00am to 5:00pm.",,www.huntington.org,,,4324,"The Huntington Is A Research And Educational Center Set Amidst 120 Acres Of Breathtaking Gardens. Three Art Galleries And A Library Showcase Magnificent Collections Of Paintings, Sculptures, Rare Books, Manuscripts, And Decorative Arts.",91108,http://egis3.lacounty.gov/lms/?p=4324,publish,34.12841349,-118.1144068,2010/11/02 02:50:56+00,,,6527046.6757728,1869132.21115898
-118.281307855929,34.1486000669881,3521,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,The Autry National Center,4700 Western Heritage Way,,Los Angeles,CA,,"Service/Intake and Administration (323) 667-2000,  FAX (323) 660-5721",theautry.org/,,,4325,"The center provides administrative services, museums and volunteer opportunities for people throughout Los Angeles County.",90027,http://egis3.lacounty.gov/lms/?p=4325,publish,34.1486001,-118.2813078,2014/05/22 01:20:27+00,,,6476557.02511188,1876577.88196315
-117.994496057314,34.1462819072663,3522,Current Services Locator,,Arts and Recreation,Museums and Aquariums,,US Geological Survey (USGS) & LA County,The Norton Simon Museum,411 Colorado Blvd.,,Pasadena,CA,,,www.nortonsimon.org,,,4326,"The Norton Simon Museum Of Art At Pasadena Holds One Of The World'S Finest And Most Prestigious Collections Of Art.  Reflecting The Extraordinary Effort And Vision Of Its Founder, It Stands As A Tribute To Human Civilizations, The Visual Arts, And The No",91105,http://egis3.lacounty.gov/lms/?p=4326,publish,34.14628194,-117.994496,2010/11/02 02:50:56+00,,,6563335.68127863,1875615.2116444
-118.242018256278,34.0583449670363,20755,LA City Recreation and Parks,1744883,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Fort Moore Pioneer Memorial,,,,,,,,,,22959,,,http://egis3.lacounty.gov/lms/?p=22959,publish,34.058345,-118.2420182,2014/06/09 22:48:42+00,,,6488365.49362089,1843701.51070814
-118.241515096535,33.9387964071176,20808,LA City Recreation and Parks,1732642,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Watts Towers State Historical Park,,,,,,,,,,23022,,,http://egis3.lacounty.gov/lms/?p=23022,publish,33.93879644,-118.24151504,2014/07/01 18:18:00+00,,,6488413.36393197,1800195.08492589
-118.334799256183,34.0955647669383,20909,LA City Recreation and Parks,1682190,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Rudolph Valentino Memorial,1350 N Cherokee Ave,,Los Angeles,CA,,,,,,23133,,,http://egis3.lacounty.gov/lms/?p=23133,publish,34.0955648,-118.3347992,2014/05/23 22:59:40+00,,,6460308.28267506,1857327.06154098
-118.440357555654,34.0744531669987,20960,LA City Recreation and Parks,1657735,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Murphy Sculpture Garden,,,,,,,,,,23194,,,http://egis3.lacounty.gov/lms/?p=23194,publish,34.0744532,-118.4403575,2014/06/09 23:22:27+00,,,6428316.52907339,1849767.44903556
-118.208319586362,34.0882446872404,21212,LA City Recreation and Parks,1732690,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Heritage Square Park and Museum,3800 Homer St.,,Los Angeles,CA,,,,,,23464,,,http://egis3.lacounty.gov/lms/?p=23464,publish,34.08824472,-118.20831953,2014/06/11 16:46:47+00,,,6498595.01023531,1854559.70257439
-118.324867544943,33.3437985584159,21837,LA County Department of Beaches and Harbors,1763262,Arts and Recreation,Museums and Aquariums,,Catalina Island Chamber of Commerce,Green Pleasure Pier,,,,,,"City of Avalon: 310-510-0220 <br>
Beaches and Harbors Visitors Center: 424-526-7900 <br>
Beaches and Harbors Main Office: 424-526-7777 <br>",http://www.catalinachamber.com/,,,24096,"<a href=""http://www.cityofavalon.com/""> Catalina Island information </a>",,http://egis3.lacounty.gov/lms/?p=24096,publish,33.34379859,-118.32486749,2017/07/19 00:39:36+00,,,6462430.91556889,1583725.38532023
-118.189790255919,33.7527958675206,21895,HSIP Freedom Gnis_cultural_fe,247881,Arts and Recreation,Museums and Aquariums,,US Geological Survey (USGS) & LA County,Queen Mary,,,,,,,,,,24152,,,http://egis3.lacounty.gov/lms/?p=24152,publish,33.7527959,-118.1897902,2010/11/02 02:50:56+00,,,6503974.84986931,1732471.19478339
-118.0572904571,34.2258369664245,22234,HSIP Freedom Gnis_cultural_fe,1733524,Arts and Recreation,Museums and Aquariums,,US Geological Survey (USGS) & LA County,Mount Wilson Observatory,,,,,,,,,,24497,,,http://egis3.lacounty.gov/lms/?p=24497,publish,34.225837,-118.0572904,2010/11/02 02:50:56+00,,,6544352.37475714,1904571.6281409
-117.681770887549,34.3819796863854,22538,LA County Chief Information Office,273769,Arts and Recreation,Museums and Aquariums,,Jet Propulsion Laboratory,Table Mountain Observatory,24490 Table Mountain Raod,,Wrightwood,CA,"TMF is operational 24 hours a day, 365 days a year. Inclement weather and road conditions do sometimes dictate when it is safe for science customers to travel to and from the facility.","Telephone: (760)249-3650
Fax: (760)249-5392",https://tmf.jpl.nasa.gov/tmf-web/,,,24812,"<b>Table Mountain Observatory</b> (<b>TMO</b>) is an astronomical observation facility operated by NASA's Jet Propulsion Laboratory (California Institute of Technology).

TMO is part of JPL's Table Mountain Facility (TMF). The larger site hosts a number of non-astronomical projects. The site was first used by the Smithsonian Institution in 1924, which conducted atmospheric, solar, and astronomical observations for many years. JPL took over the lease in 1962. The observatory conducts high-precision astrometric observations to support NASA and international spacecraft mission navigation, confirmation and recovery of near-Earth objects such as comets and asteroids that may potentially impact the Earth, and technology development.",92397,http://egis3.lacounty.gov/lms/?p=24812,publish,34.38197972,-117.68177083,2017/03/10 20:15:55+00,Pamela.C.Glatfelter@jpl.nasa.gov,,6657685.73995347,1961541.93611605
-117.96301705686,34.017652967364,55941,211,,Arts and Recreation,Museums and Aquariums,,www.homesteadmuseum.org,Workman And Temple Family Homestead Museum,15415 E. Don Julian Rd.,,City of Industry,CA,"Wednesday through Sunday, 1:00pm to 5:00pm. ","Service/Intake and Administration (626) 968-8492,  FAX (626) 968-2048",www.homesteadmuseum.org,,,57908,The agency provides museum services for people of all ages in Los Angeles County.,91745,http://egis3.lacounty.gov/lms/?p=57908,publish,34.017653,-117.963017,2013/06/01 18:50:56+00,,,6572877.56048881,1828806.70650831
-118.479300055909,34.1232569668403,55942,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Skirball Cultural Center,2701 N. Sepulveda Blvd.,,Los Angeles,CA,,"Service/Intake and Administration (310) 440-4500,  FAX (310) 440-4595",www.skirball.org,,,57909,The agency provides museum services for people of all ages in Los Angeles County.,90049,http://egis3.lacounty.gov/lms/?p=57909,publish,34.123257,-118.4793,2013/06/01 18:50:56+00,,,6416608.31528513,1867581.81366923
-118.239225056446,34.0494089667195,55944,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Japanese American National Museum,369 E. 1st St.,,Los Angeles,CA,,"Service/Intake and Administration (213) 625-0414,  FAX (213) 625-1770, Volunteer Hotline Service/Intake (213) 830-5645, Volunteer Hotline Service/Intake (213) 830-5694",janm.org,,,57910,The agency provides museum services for people of all ages in Los Angeles County.,90012,http://egis3.lacounty.gov/lms/?p=57910,publish,34.049409,-118.239225,2013/06/01 18:50:56+00,,,6489203.78426714,1840447.51065448
-118.14102205641,34.1467349668629,55946,211,,Arts and Recreation,Museums and Aquariums,,www.pacificasiamuseum.org,Pacific Asia Museum,46 N. Los Robles Ave.,,Pasadena,CA,"Wednesday through Sunday, 10:00am to 6:00pm. ","Service/Intake and Administration (626) 449-2742, Education Service/Intake (626) 449-2742 Ext.19, Tours Service/Intake (626) 449-2742 Ext.23",www.pacificasiamuseum.org,,,57911,The agency provides museum services for people of all ages in Los Angeles County.,91101,http://egis3.lacounty.gov/lms/?p=57911,publish,34.146735,-118.141022,2013/06/01 18:50:56+00,,,6519001.30866148,1875809.97208165
-118.173235056061,33.7852469670675,55947,211,,Arts and Recreation,Museums and Aquariums,,www.lbfdmuseum.org,Long Beach Firefighter's Museum,1445 Peterson Ave.,,Long Beach,CA,,"Message/Answering Service (562) 599-3985,  Administrative (562) 570-8628",www.lbfdmuseum.org,,,57912,The agency provides museum services for people of all ages in Los Angeles County.,90813,http://egis3.lacounty.gov/lms/?p=57912,publish,33.785247,-118.173235,2013/06/01 18:50:56+00,,,6509027.91423821,1744271.97990881
-118.04204605677,34.0735079670414,56434,211,,Arts and Recreation,Museums and Aquariums,,www.ci.el-monte.ca.us,"City Of El Monte Parks, Recreation, And Community Services Department - Santa Fe Historical Park",3575 Santa Anita Ave.,,El Monte,CA,"Monday through Sunday, Daylight Hours.  This park has no supervision. ",Service/Intake (626) 580-2200,www.ci.el-monte.ca.us,,,58371,The agency provides year-round supervised recreation and social activities for people of all ages at 8 park sites throughout the City of El Monte.,91731,http://egis3.lacounty.gov/lms/?p=58371,publish,34.073508,-118.042046,2013/06/01 18:50:56+00,,,6548937.32162397,1849134.03461997
-118.035773056762,34.0656619670232,56440,211,,Arts and Recreation,Museums and Aquariums,,www.ci.el-monte.ca.us,"City Of El Monte Parks, Recreation, And Community Services Department - El Monte Historical Society Museum",3150 N. Tyler Ave.,,El Monte,CA,,El Monte Museum Service/Intake (626) 580-2232,www.ci.el-monte.ca.us,,,58376,The agency provides year-round supervised recreation and social activities for people of all ages at 8 park sites throughout the City of El Monte.,91731,http://egis3.lacounty.gov/lms/?p=58376,publish,34.065662,-118.035773,2013/06/01 18:50:56+00,,,6550835.99039881,1846277.98980714
-118.197099056488,33.7623229678548,56508,211,,Arts and Recreation,Museums and Aquariums,,www.aquariumofpacific.org,Aquarium Of The Pacific,100 Aquarium Way,,Long Beach,CA,"Monday through Sunday, 9:00am to 6:00pm. ","Service/Intake and Administration (562) 590-3100,  FAX (562) 951-1629, Education Programs Service/Intake (562) 951-1630,  TDD (562) 591-3140",www.aquariumofpacific.org,,,58419,The Aquarium provides museum services for people of all ages in Los Angeles County.,90802,http://egis3.lacounty.gov/lms/?p=58419,publish,33.762323,-118.197099,2013/06/01 18:50:56+00,,,6501759.80410255,1735942.65568823
-118.285237056232,34.0142369672495,56921,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,California Science Center,700 Exposition Park Dr.,,Los Angeles,CA,,"General Information Service/Intake (323) 724-3623, IMAX Theater Service/Intake (213) 744-7400, ExploraStore Service/Intake (213) 744-7422, Membership Service/Intake (213) 744-7504, Education Department Service/Intake and Administration (213) 744-7444",www.californiasciencecenter.org,,,58692,The Center provides museum services for the people of all ages in California.,90037,http://egis3.lacounty.gov/lms/?p=58692,publish,34.014237,-118.285237,2013/06/01 18:50:56+00,,,6475229.4447618,1827684.13526264
-118.401682056092,34.0539479668776,56933,LA City Recreation and Parks,,Arts and Recreation,Museums and Aquariums,,LA City Department Recreation and Parks,Simon Wiesenthal Center - Museum Of Tolerance,9786 W. Pico Blvd.,,Los Angeles,CA,"Monday through Friday, 10:00am to 5:00pm; closes early on Friday, 10:00am to 3:00pm (November through March); closed on all Jewish and legal holidays. ","Reservations Service/Intake (310) 772-2505, General Information Service/Intake (310) 553-8403",www.wiesenthal.com,,,58698,"The Center provides public awareness and promotes social action against violations of human rights, bigotry, and hate crimes.",90035,http://egis3.lacounty.gov/lms/?p=58698,publish,34.053948,-118.401682,2013/06/01 18:50:56+00,,,6439998.77506581,1842256.21537039
-118.409700445168,33.7430409770377,57439,LA County Department of Beaches and Harbors,1010799012,Arts and Recreation,Museums and Aquariums,,Los Angeles County Department of Beaches and Harbors,Point Vicente,Palos Verdes Dr. & Hawthorne Blvd.,,Palos Verdes,CA,"<p>The Interpretive Center open daily 10:00am to 5:00pm.</p> 
<p>The Lighthouse is open second Saturday of every month from 10:00am to 4:00pm. </p>","<p>Visitors Center: 424-526-7900 </p>
<p>Beaches and Harbors: 424-526-7777 </p>
",http://beaches.lacounty.gov ,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,59075,"<p>Facilities: Fishing, Interpretive Center, Lighthouse </p>
<p><a href=""http://www.rpvca.gov/Facilities/Facility/Details/Point-Vicente-Interpretive-Center-13""> Point San Vicente Interpretive Center</a></p>
<p><a href=""https://sites.google.com/site/pointvicentelighthouse/""> Point San Vicente Lighthouse </a></p>",90275,http://egis3.lacounty.gov/lms/?p=59075,publish,33.74304101,-118.40970039,2017/07/20 15:08:01+00,info@bh.lacounty.gov,,6437108.80610822,1729120.47937198
-118.412575775773,33.8841329769048,57464,LA County Department of Beaches and Harbors,1010799008,Arts and Recreation,Museums and Aquariums,,Los Angeles County Department of Beaches and Harbors,"Manhattan Beach, Pier, Roundhouse Aquarium",400-500  The Strand,,Manhattan Beach,CA,,"Visitors Center: 424-526-7900 <br>
Beaches and Harbors: 424-526-7777 <br>",http://beaches.lacounty.gov,"<a href=""http://www.parks.ca.gov""> California State Parks </a>",,59083,"Facilities: Swimming, Surfing, Fishing Equipment Rentals and Bait Shop, Volleyball Courts, The Strand (ADA accessible walkway) Children's Play Area, Restrooms, Showers 
Beach Information: <a href=""http://www.citymb.info/""> Beach Map </a>
Beach Bike Path: <a href=""http://beaches.lacounty.gov/la-county-beach-bike-path/""> Map of Beach Bike Path (Marvin Braude Bike Trail) </a>
Aquarium: <a href=""http://roundhouseaquarium.org/""> Roundhouse Marine Studies Lab and Aquarium </a>
Parking Lot Maps: <a href=""http://www.citymb.info/index.aspx?page=703""> Directions and Maps </a>",90266,http://egis3.lacounty.gov/lms/?p=59083,publish,33.88413301,-118.41257572,2017/07/19 21:38:25+00,info@bh.lacounty.gov,,6436445.37534846,1780470.78940082
-118.19568505666,33.8394749672348,58112,211,,Arts and Recreation,Museums and Aquariums,,www.longbeach.gov/park/,"City Of Long Beach Department Of Parks, Recreation And Marine - Rancho Los Cerritos",4600 Virginia Rd.,,Long Beach,CA,"SITE HOURS: Wednesday through Sunday, 1:00pm to 5:00pm; see website for schedule of events and tours ",Service/Intake (562) 570-1755,www.longbeach.gov/park/,,,59540,The Department provides recreational programs for people of all ages in Los Angeles County.,90807,http://egis3.lacounty.gov/lms/?p=59540,publish,33.839475,-118.195685,2013/06/01 18:50:56+00,,,6502244.26507589,1764019.48536123
